learning_rate,max_depth,min_data_in_leaf,n_estimators,num_leaves,reg_alpha,reg_lambda,MAE_cv0,MAE_cv1,MAE_cv2,MAE_cv3,MAE_cv4,MAE,MAE_std
0.1,4,20,300,30,1.0,1.0,0.529878017331272,0.5113375481901957,0.5234231655617535,0.5646253066925957,0.5123144926438989,0.5283157060839432,0.021731667806300144
0.1,4,20,300,40,0.0,0.0,0.5462614782051223,0.5235031573473341,0.5135541141918455,0.5697621480357102,0.52773981755436,0.5361641430668744,0.02221072567612807
0.1,4,20,300,40,0.0,0.1,0.5408656408867545,0.5312384756467425,0.510082211956437,0.5674254794842574,0.5297344570592081,0.5358692530066799,0.020885465207613016
0.1,4,20,300,40,0.0,0.5,0.5509678481192284,0.5312696473287966,0.5184018602551139,0.5779544626809702,0.5268709627252015,0.5410929562218622,0.0238219042124016
0.1,4,20,300,40,0.0,1.0,0.5359640436396397,0.5247366502305799,0.5159228779988412,0.5625933088461257,0.5201173463784883,0.531866845418735,0.018735014653188463
0.1,4,20,300,40,0.1,0.0,0.5470561641622596,0.5305102500911055,0.5136273872541663,0.5703316780992126,0.5232638384252689,0.5369578636064025,0.022300203701106268
0.1,4,20,300,40,0.1,0.1,0.5403178912104551,0.531825176395557,0.5183956945192469,0.5656254960639571,0.514374271437921,0.5341077059254274,0.02045374768010837
0.1,4,20,300,40,0.1,0.5,0.5397451041116941,0.5239602045165878,0.5063400599911356,0.5739326819977841,0.5188377507811753,0.5325631602796754,0.026043551730213926
0.1,4,20,300,40,0.1,1.0,0.5472632091107072,0.5316203348813511,0.5267003636944194,0.5610942732566994,0.5256800965632615,0.5384716555012877,0.015315042720144263
0.1,4,20,300,40,0.5,0.0,0.5420798837813265,0.526909422402704,0.5209914897725174,0.5546354979295947,0.5236718823109514,0.5336576352394188,0.01428889317421265
0.1,4,20,300,40,0.5,0.1,0.5445292989829635,0.516927109097907,0.5265610553834841,0.5617244759001849,0.5205387498273552,0.5340561378383789,0.018758489416134873
0.1,4,20,300,40,0.5,0.5,0.5528766668431109,0.5252289849745994,0.5240627383999674,0.560903487279419,0.5183151006612902,0.5362773956316774,0.019208653418007277
0.1,4,20,300,40,0.5,1.0,0.547120859092918,0.523200971732485,0.5241798420317875,0.5716974887614601,0.5257119568357113,0.5383822236908724,0.021089003967759784
0.1,4,20,300,40,1.0,0.0,0.5390216267736259,0.5172878829927237,0.5233507792758004,0.5552505712802192,0.5205533755766173,0.5310928471797973,0.01587496687296022
0.1,4,20,300,40,1.0,0.1,0.538226221486547,0.521100341486646,0.5180817150348799,0.5570113665392715,0.5232320728673897,0.5315303434829468,0.01622212349094641
0.1,4,20,300,40,1.0,0.5,0.5381923408285487,0.5275434147715375,0.5249316045360422,0.5573801416983338,0.5244645488501818,0.5345024101369288,0.013944468307021795
0.1,4,20,300,40,1.0,1.0,0.529878017331272,0.5113375481901957,0.5234231655617535,0.5646253066925957,0.5123144926438989,0.5283157060839432,0.021731667806300144
0.1,4,20,400,5,0.0,0.0,0.5371939458443161,0.5306760836418251,0.5119894773688699,0.56680366934454,0.5229999860567112,0.5339326324512526,0.020632323874162816
0.1,4,20,400,5,0.0,0.1,0.5372142273311855,0.5325902132555302,0.5092585350864086,0.5638297903990405,0.5213677997633243,0.5328521131670978,0.020416044543668972
0.1,4,20,400,5,0.0,0.5,0.5439680678172608,0.5260498384892183,0.5096586872226546,0.5680864348230537,0.5265741067294789,0.5348674270163333,0.022182953666327408
0.1,4,20,400,5,0.0,1.0,0.5430337164778943,0.5175267723340843,0.5225227872740873,0.5664343889674112,0.5251914858642025,0.5349418301835359,0.02006144289170581
0.1,4,20,400,5,0.1,0.0,0.5413644112808251,0.5292595833849698,0.5199699504804629,0.5660813872774103,0.5325190739055476,0.5378388812658431,0.01754474207271275
0.1,4,20,400,5,0.1,0.1,0.5301815354352988,0.5361317584834442,0.5129808639923816,0.569811479216846,0.5237672156626024,0.5345745705581145,0.021485171669859887
0.1,4,20,400,5,0.1,0.5,0.5441271973231512,0.522213112396171,0.5099612429222566,0.5553649204963099,0.5121793132828371,0.5287691572841451,0.020094441432161356
0.1,4,20,400,5,0.1,1.0,0.5376068939167963,0.522062191011234,0.5241562335950085,0.57926429111295,0.522932660262124,0.5372044539796226,0.02435374784560469
0.1,4,20,400,5,0.5,0.0,0.5346336720446802,0.5228417162518152,0.5197290617055558,0.5756865677619992,0.5217134521398561,0.5349208939807812,0.023521572426951035
0.1,4,20,400,5,0.5,0.1,0.5316466828404918,0.5277105638627124,0.5207913142254728,0.5824333507229138,0.5235226037252694,0.5372209030753721,0.025608878832888517
0.1,4,20,400,5,0.5,0.5,0.5450374264385545,0.5213132619440494,0.5205194104885417,0.5692490449882968,0.5136951910665766,0.5339628669852037,0.02301780801123941
0.1,4,20,400,5,0.5,1.0,0.5413139668812569,0.5154769948069919,0.5130598499335034,0.5645868499490316,0.5073560628411716,0.5283587448823911,0.024090567128785868
0.1,4,20,400,5,1.0,0.0,0.5374179188246614,0.5208986689771515,0.5149088678391409,0.5649979970459773,0.5182481632103735,0.531294323179461,0.020737593391405445
0.1,4,20,400,5,1.0,0.1,0.5337682338142223,0.5239698121055844,0.5256038749386606,0.564245506564446,0.5165790066094239,0.5328332868064674,0.018591858974309393
0.1,4,20,400,5,1.0,0.5,0.5324101548369726,0.5137988104577953,0.5268989908483254,0.5649767990795913,0.5208281046969048,0.5317825719839179,0.019808558564388214
0.1,4,20,400,5,1.0,1.0,0.533504420560049,0.5150180968953477,0.5152325561845188,0.55411429629116,0.5132856446067252,0.5262310029075602,0.01763985577717918
0.1,4,20,400,10,0.0,0.0,0.547031479784228,0.5239016747129701,0.5136798776505476,0.5704290628553504,0.5279365891338244,0.536595736827384,0.022443569985254496
0.1,4,20,400,10,0.0,0.1,0.5416425271326782,0.5322191270139038,0.510106240967656,0.5680890466755257,0.5303988045117668,0.5364911492603062,0.02107423806017121
0.1,4,20,400,10,0.0,0.5,0.5519714386278229,0.5315479516630707,0.5184894397638956,0.5785679792110267,0.527342672699468,0.5415838963930568,0.0240448018367582
0.1,4,20,400,10,0.0,1.0,0.5366141406703623,0.5259228338983832,0.5159651059614135,0.5631655436963385,0.5205663013240509,0.5324467851101096,0.01881729632152913
0.1,4,20,400,10,0.1,0.0,0.547711286788438,0.5317811076970425,0.5141487551342303,0.5706150302607713,0.5241412801017745,0.5376794919964513,0.022119879539888917
0.1,4,20,400,10,0.1,0.1,0.5414290567884796,0.5325411497948461,0.5188916619044158,0.5662878271540742,0.5143195317951935,0.5346938454874018,0.020694193098474777
0.1,4,20,400,10,0.1,0.5,0.5406223335618687,0.5250444271253035,0.5070289532063266,0.5742504853556916,0.5191135452986253,0.5332119489095631,0.025933077019533866
0.1,4,20,400,10,0.1,1.0,0.547975374907254,0.5326298728027171,0.527547840674463,0.5615897866331454,0.5261063262370824,0.5391698402509324,0.015237198587127255
0.1,4,20,400,10,0.5,0.0,0.5420798944918402,0.526909422402704,0.5209914897725174,0.5546354790807931,0.5236718823109514,0.5336576336117613,0.014288887834387047
0.1,4,20,400,10,0.5,0.1,0.5445292989829635,0.516927109097907,0.5265610553834841,0.5617244759001849,0.5205387498273552,0.5340561378383789,0.018758489416134873
0.1,4,20,400,10,0.5,0.5,0.5528766668431109,0.5252289853438961,0.5240627383999674,0.560903487279419,0.5182923354381089,0.5362728426609005,0.01921397734910432
0.1,4,20,400,10,0.5,1.0,0.547120859092918,0.523200971732485,0.5241798420317875,0.5716974887614601,0.5256674356888681,0.5383733194615037,0.02109569937651491
0.1,4,20,400,10,1.0,0.0,0.5390216267736259,0.5172878829927237,0.5233507792758004,0.5552505712802192,0.5205533755825447,0.5310928471809827,0.015874966871976412
0.1,4,20,400,10,1.0,0.1,0.538226221486547,0.521100341486646,0.5180817150348799,0.5570113665392715,0.5232320728673897,0.5315303434829468,0.01622212349094641
0.1,4,20,400,10,1.0,0.5,0.5381923408285487,0.5275434135550161,0.5249316045360422,0.5573801416983338,0.5244645488501818,0.5345024098936245,0.013944468458798244
0.1,4,20,400,10,1.0,1.0,0.529878017331272,0.5113375481901957,0.5234231655617535,0.5646253066925957,0.5123144926479553,0.5283157060847544,0.021731667805553474
0.1,4,20,400,20,0.0,0.0,0.547031479784228,0.5239016747129701,0.5136798776505476,0.5704290628553504,0.5279365891338244,0.536595736827384,0.022443569985254496
0.1,4,20,400,20,0.0,0.1,0.5416425271326782,0.5322191270139038,0.510106240967656,0.5680890466755257,0.5303988045117668,0.5364911492603062,0.02107423806017121
0.1,4,20,400,20,0.0,0.5,0.5519714386278229,0.5315479516630707,0.5184894397638956,0.5785679792110267,0.527342672699468,0.5415838963930568,0.0240448018367582
0.1,4,20,400,20,0.0,1.0,0.5366141406703623,0.5259228338983832,0.5159651059614135,0.5631655436963385,0.5205663013240509,0.5324467851101096,0.01881729632152913
0.1,4,20,400,20,0.1,0.0,0.547711286788438,0.5317811076970425,0.5141487551342303,0.5706150302607713,0.5241412801017745,0.5376794919964513,0.022119879539888917
0.1,4,20,400,20,0.1,0.1,0.5414290567884796,0.5325411497948461,0.5188916619044158,0.5662878271540742,0.5143195317951935,0.5346938454874018,0.020694193098474777
0.1,4,20,400,20,0.1,0.5,0.5406223335618687,0.5250444271253035,0.5070289532063266,0.5742504853556916,0.5191135452986253,0.5332119489095631,0.025933077019533866
0.1,4,20,400,20,0.1,1.0,0.547975374907254,0.5326298728027171,0.527547840674463,0.5615897866331454,0.5261063262370824,0.5391698402509324,0.015237198587127255
0.1,4,20,400,20,0.5,0.0,0.5420798944918402,0.526909422402704,0.5209914897725174,0.5546354790807931,0.5236718823109514,0.5336576336117613,0.014288887834387047
0.1,4,20,400,20,0.5,0.1,0.5445292989829635,0.516927109097907,0.5265610553834841,0.5617244759001849,0.5205387498273552,0.5340561378383789,0.018758489416134873
0.1,4,20,400,20,0.5,0.5,0.5528766668431109,0.5252289853438961,0.5240627383999674,0.560903487279419,0.5182923354381089,0.5362728426609005,0.01921397734910432
0.1,4,20,400,20,0.5,1.0,0.547120859092918,0.523200971732485,0.5241798420317875,0.5716974887614601,0.5256674356888681,0.5383733194615037,0.02109569937651491
0.1,4,20,400,20,1.0,0.0,0.5390216267736259,0.5172878829927237,0.5233507792758004,0.5552505712802192,0.5205533755825447,0.5310928471809827,0.015874966871976412
0.1,4,20,400,20,1.0,0.1,0.538226221486547,0.521100341486646,0.5180817150348799,0.5570113665392715,0.5232320728673897,0.5315303434829468,0.01622212349094641
0.1,4,20,400,20,1.0,0.5,0.5381923408285487,0.5275434135550161,0.5249316045360422,0.5573801416983338,0.5244645488501818,0.5345024098936245,0.013944468458798244
0.1,4,20,400,20,1.0,1.0,0.529878017331272,0.5113375481901957,0.5234231655617535,0.5646253066925957,0.5123144926479553,0.5283157060847544,0.021731667805553474
0.1,4,20,400,30,0.0,0.0,0.547031479784228,0.5239016747129701,0.5136798776505476,0.5704290628553504,0.5279365891338244,0.536595736827384,0.022443569985254496
0.1,4,20,400,30,0.0,0.1,0.5416425271326782,0.5322191270139038,0.510106240967656,0.5680890466755257,0.5303988045117668,0.5364911492603062,0.02107423806017121
0.1,4,20,400,30,0.0,0.5,0.5519714386278229,0.5315479516630707,0.5184894397638956,0.5785679792110267,0.527342672699468,0.5415838963930568,0.0240448018367582
0.1,4,20,400,30,0.0,1.0,0.5366141406703623,0.5259228338983832,0.5159651059614135,0.5631655436963385,0.5205663013240509,0.5324467851101096,0.01881729632152913
0.1,4,20,400,30,0.1,0.0,0.547711286788438,0.5317811076970425,0.5141487551342303,0.5706150302607713,0.5241412801017745,0.5376794919964513,0.022119879539888917
0.1,4,20,400,30,0.1,0.1,0.5414290567884796,0.5325411497948461,0.5188916619044158,0.5662878271540742,0.5143195317951935,0.5346938454874018,0.020694193098474777
0.1,4,20,400,30,0.1,0.5,0.5406223335618687,0.5250444271253035,0.5070289532063266,0.5742504853556916,0.5191135452986253,0.5332119489095631,0.025933077019533866
0.1,4,20,400,30,0.1,1.0,0.547975374907254,0.5326298728027171,0.527547840674463,0.5615897866331454,0.5261063262370824,0.5391698402509324,0.015237198587127255
0.1,4,20,400,30,0.5,0.0,0.5420798944918402,0.526909422402704,0.5209914897725174,0.5546354790807931,0.5236718823109514,0.5336576336117613,0.014288887834387047
0.1,4,20,400,30,0.5,0.1,0.5445292989829635,0.516927109097907,0.5265610553834841,0.5617244759001849,0.5205387498273552,0.5340561378383789,0.018758489416134873
0.1,4,20,400,30,0.5,0.5,0.5528766668431109,0.5252289853438961,0.5240627383999674,0.560903487279419,0.5182923354381089,0.5362728426609005,0.01921397734910432
0.1,4,20,400,30,0.5,1.0,0.547120859092918,0.523200971732485,0.5241798420317875,0.5716974887614601,0.5256674356888681,0.5383733194615037,0.02109569937651491
0.1,4,20,400,30,1.0,0.0,0.5390216267736259,0.5172878829927237,0.5233507792758004,0.5552505712802192,0.5205533755825447,0.5310928471809827,0.015874966871976412
0.1,4,20,400,30,1.0,0.1,0.538226221486547,0.521100341486646,0.5180817150348799,0.5570113665392715,0.5232320728673897,0.5315303434829468,0.01622212349094641
0.1,4,20,400,30,1.0,0.5,0.5381923408285487,0.5275434135550161,0.5249316045360422,0.5573801416983338,0.5244645488501818,0.5345024098936245,0.013944468458798244
0.1,4,20,400,30,1.0,1.0,0.529878017331272,0.5113375481901957,0.5234231655617535,0.5646253066925957,0.5123144926479553,0.5283157060847544,0.021731667805553474
0.1,4,20,400,40,0.0,0.0,0.547031479784228,0.5239016747129701,0.5136798776505476,0.5704290628553504,0.5279365891338244,0.536595736827384,0.022443569985254496
0.1,4,20,400,40,0.0,0.1,0.5416425271326782,0.5322191270139038,0.510106240967656,0.5680890466755257,0.5303988045117668,0.5364911492603062,0.02107423806017121
0.1,4,20,400,40,0.0,0.5,0.5519714386278229,0.5315479516630707,0.5184894397638956,0.5785679792110267,0.527342672699468,0.5415838963930568,0.0240448018367582
0.1,4,20,400,40,0.0,1.0,0.5366141406703623,0.5259228338983832,0.5159651059614135,0.5631655436963385,0.5205663013240509,0.5324467851101096,0.01881729632152913
0.1,4,20,400,40,0.1,0.0,0.547711286788438,0.5317811076970425,0.5141487551342303,0.5706150302607713,0.5241412801017745,0.5376794919964513,0.022119879539888917
0.1,4,20,400,40,0.1,0.1,0.5414290567884796,0.5325411497948461,0.5188916619044158,0.5662878271540742,0.5143195317951935,0.5346938454874018,0.020694193098474777
0.1,4,20,400,40,0.1,0.5,0.5406223335618687,0.5250444271253035,0.5070289532063266,0.5742504853556916,0.5191135452986253,0.5332119489095631,0.025933077019533866
0.1,4,20,400,40,0.1,1.0,0.547975374907254,0.5326298728027171,0.527547840674463,0.5615897866331454,0.5261063262370824,0.5391698402509324,0.015237198587127255
0.1,4,20,400,40,0.5,0.0,0.5420798944918402,0.526909422402704,0.5209914897725174,0.5546354790807931,0.5236718823109514,0.5336576336117613,0.014288887834387047
0.1,4,20,400,40,0.5,0.1,0.5445292989829635,0.516927109097907,0.5265610553834841,0.5617244759001849,0.5205387498273552,0.5340561378383789,0.018758489416134873
0.1,4,20,400,40,0.5,0.5,0.5528766668431109,0.5252289853438961,0.5240627383999674,0.560903487279419,0.5182923354381089,0.5362728426609005,0.01921397734910432
0.1,4,20,400,40,0.5,1.0,0.547120859092918,0.523200971732485,0.5241798420317875,0.5716974887614601,0.5256674356888681,0.5383733194615037,0.02109569937651491
0.1,4,20,400,40,1.0,0.0,0.5390216267736259,0.5172878829927237,0.5233507792758004,0.5552505712802192,0.5205533755825447,0.5310928471809827,0.015874966871976412
0.1,4,20,400,40,1.0,0.1,0.538226221486547,0.521100341486646,0.5180817150348799,0.5570113665392715,0.5232320728673897,0.5315303434829468,0.01622212349094641
0.1,4,20,400,40,1.0,0.5,0.5381923408285487,0.5275434135550161,0.5249316045360422,0.5573801416983338,0.5244645488501818,0.5345024098936245,0.013944468458798244
0.1,4,20,400,40,1.0,1.0,0.529878017331272,0.5113375481901957,0.5234231655617535,0.5646253066925957,0.5123144926479553,0.5283157060847544,0.021731667805553474
0.1,4,20,500,5,0.0,0.0,0.5374779257846477,0.5308225590431368,0.5121355170553834,0.5670924497539599,0.5229122565395813,0.5340881416353418,0.02072593275498303
0.1,4,20,500,5,0.0,0.1,0.5375698899385506,0.532869934842393,0.5090998298787449,0.5639325346794039,0.5213273790495823,0.5329599136777349,0.020525488360810768
0.1,4,20,500,5,0.0,0.5,0.5443986251100474,0.5263886044320709,0.5095715191449407,0.5685598285664168,0.5266563724045267,0.5351149899316006,0.022388110838233232
0.1,4,20,500,5,0.0,1.0,0.543195714893304,0.5179319169886408,0.5226066727784658,0.5667149917259996,0.5252100422091446,0.535131867719111,0.020085322925990187
0.1,4,20,500,5,0.1,0.0,0.5419995908473578,0.5295607223665234,0.5199578917270822,0.5660799423558462,0.5325526484885371,0.5380301591570693,0.017542007141260703
0.1,4,20,500,5,0.1,0.1,0.5306871059599679,0.5362683030283204,0.5129830498370238,0.5700321174356069,0.5237177538527205,0.5347376660227278,0.021558930728487948
0.1,4,20,500,5,0.1,0.5,0.5445777325170471,0.5228074259483378,0.5100003278168671,0.5554256890956643,0.512160710171726,0.5289943771099285,0.020148696203733354
0.1,4,20,500,5,0.1,1.0,0.5381241025619456,0.5227054843381892,0.5241612580647979,0.5795088045051255,0.522884699362957,0.5374768697666031,0.024369721108949076
0.1,4,20,500,5,0.5,0.0,0.5346336720446802,0.5228417162518152,0.5197290617055558,0.5756865677619992,0.5217134521398561,0.5349208939807812,0.023521572426951035
0.1,4,20,500,5,0.5,0.1,0.5316466828404918,0.5277105638627124,0.5207913142254728,0.5824333507229138,0.5235226037252694,0.5372209030753721,0.025608878832888517
0.1,4,20,500,5,0.5,0.5,0.5450374264385545,0.5213132619440494,0.5205194104885417,0.5692490449882968,0.5136951910665766,0.5339628669852037,0.02301780801123941
0.1,4,20,500,5,0.5,1.0,0.5413139668812569,0.5154769948069919,0.5130598499335034,0.5645868499490316,0.5073560628411716,0.5283587448823911,0.024090567128785868
0.1,4,20,500,5,1.0,0.0,0.5374179188246614,0.5208986689771515,0.5149088678391409,0.5649979970459773,0.5182481632103735,0.531294323179461,0.020737593391405445
0.1,4,20,500,5,1.0,0.1,0.5337682338142223,0.5239698121055844,0.5256038749387187,0.564245506564446,0.5165790066094239,0.532833286806479,0.018591858974303734
0.1,4,20,500,5,1.0,0.5,0.5324101548369726,0.5137988104577953,0.5268989908483254,0.5649767990795913,0.5208281046969048,0.5317825719839179,0.019808558564388214
0.1,4,20,500,5,1.0,1.0,0.533504420560049,0.5150180968927528,0.5152325561845188,0.55411429629116,0.5132856446067252,0.5262310029070412,0.01763985577759155
0.1,4,20,500,10,0.0,0.0,0.5472658702852705,0.5245353739089157,0.5136078016445906,0.570639391342668,0.52785109438118,0.536779906312525,0.022488990962103342
0.1,4,20,500,10,0.0,0.1,0.5418105034808514,0.5325347415954572,0.5102930584409391,0.568344689851825,0.53065689357016,0.5367279773878466,0.021087287659734007
0.1,4,20,500,10,0.0,0.5,0.5523933950063,0.5320653046163779,0.5185112684322154,0.5789984040878416,0.5275646974058402,0.5419066139097151,0.024164320826420223
0.1,4,20,500,10,0.0,1.0,0.5370051224426018,0.5266052766148197,0.5161171785230523,0.5636390890153712,0.5207887704527104,0.5328310874097111,0.018905610274521277
0.1,4,20,500,10,0.1,0.0,0.5481342240076771,0.5326804810298817,0.5142802272082236,0.5708821800598798,0.5244140254034912,0.5380782275418307,0.02213263017069228
0.1,4,20,500,10,0.1,0.1,0.5418869014312125,0.5337631615018055,0.5189998839593177,0.5667065992768364,0.5145989360683337,0.5351910964475012,0.02077433604290238
0.1,4,20,500,10,0.1,0.5,0.5410156227217242,0.5261121626626908,0.5071691540660253,0.5743678409058592,0.5195709953067994,0.5336471551326198,0.02582860571101882
0.1,4,20,500,10,0.1,1.0,0.5484070162167352,0.5335095015170475,0.527792549672842,0.5621195987288153,0.5265323987837136,0.5396722129838307,0.015263862916383344
0.1,4,20,500,10,0.5,0.0,0.5420798944931133,0.526909422402704,0.5209914897725174,0.5546354790797462,0.5236718823109514,0.5336576336118064,0.014288887834190385
0.1,4,20,500,10,0.5,0.1,0.5445292989829635,0.516927109097907,0.5265610553834841,0.5617244759001849,0.5205387498273552,0.5340561378383789,0.018758489416134873
0.1,4,20,500,10,0.5,0.5,0.5528766668431109,0.5252289853438961,0.5240627383999674,0.560903487279419,0.5182923355401171,0.5362728426813022,0.019213977325239415
0.1,4,20,500,10,0.5,1.0,0.547120859092918,0.523200971732485,0.5241798420317875,0.5716974887614601,0.5256674356888681,0.5383733194615037,0.02109569937651491
0.1,4,20,500,10,1.0,0.0,0.5390216267736259,0.5172878829927237,0.5233507792758004,0.5552505712802192,0.5205533755825447,0.5310928471809827,0.015874966871976412
0.1,4,20,500,10,1.0,0.1,0.538226221486547,0.521100341486646,0.5180817150348799,0.5570113665392715,0.5232320728673897,0.5315303434829468,0.01622212349094641
0.1,4,20,500,10,1.0,0.5,0.5381923408285487,0.5275434135550161,0.5249316045360422,0.5573801416983338,0.5244645488501818,0.5345024098936245,0.013944468458798244
0.1,4,20,500,10,1.0,1.0,0.529878017331272,0.5113375481901957,0.5234231655617535,0.5646253066925957,0.5123144926479553,0.5283157060847544,0.021731667805553474
0.1,4,20,500,20,0.0,0.0,0.5472658702852705,0.5245353739089157,0.5136078016445906,0.570639391342668,0.52785109438118,0.536779906312525,0.022488990962103342
0.1,4,20,500,20,0.0,0.1,0.5418105034808514,0.5325347415954572,0.5102930584409391,0.568344689851825,0.53065689357016,0.5367279773878466,0.021087287659734007
0.1,4,20,500,20,0.0,0.5,0.5523933950063,0.5320653046163779,0.5185112684322154,0.5789984040878416,0.5275646974058402,0.5419066139097151,0.024164320826420223
0.1,4,20,500,20,0.0,1.0,0.5370051224426018,0.5266052766148197,0.5161171785230523,0.5636390890153712,0.5207887704527104,0.5328310874097111,0.018905610274521277
0.1,4,20,500,20,0.1,0.0,0.5481342240076771,0.5326804810298817,0.5142802272082236,0.5708821800598798,0.5244140254034912,0.5380782275418307,0.02213263017069228
0.1,4,20,500,20,0.1,0.1,0.5418869014312125,0.5337631615018055,0.5189998839593177,0.5667065992768364,0.5145989360683337,0.5351910964475012,0.02077433604290238
0.1,4,20,500,20,0.1,0.5,0.5410156227217242,0.5261121626626908,0.5071691540660253,0.5743678409058592,0.5195709953067994,0.5336471551326198,0.02582860571101882
0.1,4,20,500,20,0.1,1.0,0.5484070162167352,0.5335095015170475,0.527792549672842,0.5621195987288153,0.5265323987837136,0.5396722129838307,0.015263862916383344
0.1,4,20,500,20,0.5,0.0,0.5420798944931133,0.526909422402704,0.5209914897725174,0.5546354790797462,0.5236718823109514,0.5336576336118064,0.014288887834190385
0.1,4,20,500,20,0.5,0.1,0.5445292989829635,0.516927109097907,0.5265610553834841,0.5617244759001849,0.5205387498273552,0.5340561378383789,0.018758489416134873
0.1,4,20,500,20,0.5,0.5,0.5528766668431109,0.5252289853438961,0.5240627383999674,0.560903487279419,0.5182923355401171,0.5362728426813022,0.019213977325239415
0.1,4,20,500,20,0.5,1.0,0.547120859092918,0.523200971732485,0.5241798420317875,0.5716974887614601,0.5256674356888681,0.5383733194615037,0.02109569937651491
0.1,4,20,500,20,1.0,0.0,0.5390216267736259,0.5172878829927237,0.5233507792758004,0.5552505712802192,0.5205533755825447,0.5310928471809827,0.015874966871976412
0.1,4,20,500,20,1.0,0.1,0.538226221486547,0.521100341486646,0.5180817150348799,0.5570113665392715,0.5232320728673897,0.5315303434829468,0.01622212349094641
0.1,4,20,500,20,1.0,0.5,0.5381923408285487,0.5275434135550161,0.5249316045360422,0.5573801416983338,0.5244645488501818,0.5345024098936245,0.013944468458798244
0.1,4,20,500,20,1.0,1.0,0.529878017331272,0.5113375481901957,0.5234231655617535,0.5646253066925957,0.5123144926479553,0.5283157060847544,0.021731667805553474
0.1,4,20,500,30,0.0,0.0,0.5472658702852705,0.5245353739089157,0.5136078016445906,0.570639391342668,0.52785109438118,0.536779906312525,0.022488990962103342
0.1,4,20,500,30,0.0,0.1,0.5418105034808514,0.5325347415954572,0.5102930584409391,0.568344689851825,0.53065689357016,0.5367279773878466,0.021087287659734007
0.1,4,20,500,30,0.0,0.5,0.5523933950063,0.5320653046163779,0.5185112684322154,0.5789984040878416,0.5275646974058402,0.5419066139097151,0.024164320826420223
0.1,4,20,500,30,0.0,1.0,0.5370051224426018,0.5266052766148197,0.5161171785230523,0.5636390890153712,0.5207887704527104,0.5328310874097111,0.018905610274521277
0.1,4,20,500,30,0.1,0.0,0.5481342240076771,0.5326804810298817,0.5142802272082236,0.5708821800598798,0.5244140254034912,0.5380782275418307,0.02213263017069228
0.1,4,20,500,30,0.1,0.1,0.5418869014312125,0.5337631615018055,0.5189998839593177,0.5667065992768364,0.5145989360683337,0.5351910964475012,0.02077433604290238
0.1,4,20,500,30,0.1,0.5,0.5410156227217242,0.5261121626626908,0.5071691540660253,0.5743678409058592,0.5195709953067994,0.5336471551326198,0.02582860571101882
0.1,4,20,500,30,0.1,1.0,0.5484070162167352,0.5335095015170475,0.527792549672842,0.5621195987288153,0.5265323987837136,0.5396722129838307,0.015263862916383344
0.1,4,20,500,30,0.5,0.0,0.5420798944931133,0.526909422402704,0.5209914897725174,0.5546354790797462,0.5236718823109514,0.5336576336118064,0.014288887834190385
0.1,4,20,500,30,0.5,0.1,0.5445292989829635,0.516927109097907,0.5265610553834841,0.5617244759001849,0.5205387498273552,0.5340561378383789,0.018758489416134873
0.1,4,20,500,30,0.5,0.5,0.5528766668431109,0.5252289853438961,0.5240627383999674,0.560903487279419,0.5182923355401171,0.5362728426813022,0.019213977325239415
0.1,4,20,500,30,0.5,1.0,0.547120859092918,0.523200971732485,0.5241798420317875,0.5716974887614601,0.5256674356888681,0.5383733194615037,0.02109569937651491
0.1,4,20,500,30,1.0,0.0,0.5390216267736259,0.5172878829927237,0.5233507792758004,0.5552505712802192,0.5205533755825447,0.5310928471809827,0.015874966871976412
0.1,4,20,500,30,1.0,0.1,0.538226221486547,0.521100341486646,0.5180817150348799,0.5570113665392715,0.5232320728673897,0.5315303434829468,0.01622212349094641
0.1,4,20,500,30,1.0,0.5,0.5381923408285487,0.5275434135550161,0.5249316045360422,0.5573801416983338,0.5244645488501818,0.5345024098936245,0.013944468458798244
0.1,4,20,500,30,1.0,1.0,0.529878017331272,0.5113375481901957,0.5234231655617535,0.5646253066925957,0.5123144926479553,0.5283157060847544,0.021731667805553474
0.1,4,20,500,40,0.0,0.0,0.5472658702852705,0.5245353739089157,0.5136078016445906,0.570639391342668,0.52785109438118,0.536779906312525,0.022488990962103342
0.1,4,20,500,40,0.0,0.1,0.5418105034808514,0.5325347415954572,0.5102930584409391,0.568344689851825,0.53065689357016,0.5367279773878466,0.021087287659734007
0.1,4,20,500,40,0.0,0.5,0.5523933950063,0.5320653046163779,0.5185112684322154,0.5789984040878416,0.5275646974058402,0.5419066139097151,0.024164320826420223
0.1,4,20,500,40,0.0,1.0,0.5370051224426018,0.5266052766148197,0.5161171785230523,0.5636390890153712,0.5207887704527104,0.5328310874097111,0.018905610274521277
0.1,4,20,500,40,0.1,0.0,0.5481342240076771,0.5326804810298817,0.5142802272082236,0.5708821800598798,0.5244140254034912,0.5380782275418307,0.02213263017069228
0.1,4,20,500,40,0.1,0.1,0.5418869014312125,0.5337631615018055,0.5189998839593177,0.5667065992768364,0.5145989360683337,0.5351910964475012,0.02077433604290238
0.1,4,20,500,40,0.1,0.5,0.5410156227217242,0.5261121626626908,0.5071691540660253,0.5743678409058592,0.5195709953067994,0.5336471551326198,0.02582860571101882
0.1,4,20,500,40,0.1,1.0,0.5484070162167352,0.5335095015170475,0.527792549672842,0.5621195987288153,0.5265323987837136,0.5396722129838307,0.015263862916383344
